Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,mileage_new,engine_new,power_new,age,make,model,KM_Driven
Hyderabad,Diesel,Manual,First,5,4.88,24,1120,70,5,hyundai,grand,35
Kolkata,Petrol,Manual,First,5,1.99,21.1,814,55.2,8,hyundai,eon,60
Hyderabad,Petrol,Manual,First,5,2.8,20.36,1197,78.9,10,hyundai,i10,70
Hyderabad,Diesel,Manual,First,7,4.3,15.96,2523,62.1,8,mahindra,bolero,75
Ahmedabad,Petrol,Manual,First,5,5.9,20.4,1197,81.8,5,maruti,swift,40
Hyderabad,Diesel,Manual,Second,5,2.4,17.8,1399,68,11,ford,fiesta,55
Coimbatore,Petrol,Automatic,First,5,7.6,18.9,1197,82,3,hyundai,grand,22
Hyderabad,Petrol,Automatic,First,5,3.6,17.16,1197,85.8,8,maruti,ritz,57
Chennai,Petrol,Manual,First,5,2.1,19.7,796,46.3,9,maruti,alto,75
Mumbai,Petrol,Manual,First,5,6.36,20.89,1197,81.8,3,maruti,ignis,1
Pune,Petrol,Manual,First,5,4.15,18,1198,86.7,7,honda,amaze,47
Delhi,Petrol,Manual,First,5,2.1,19.81,1086,68.05,9,hyundai,i10,62
Delhi,Diesel,Manual,First,7,6.95,18.49,1493,100,4,mahindra,tuv,47
Pune,Petrol,Manual,Second,5,2.4,17.5,1298,85.8,12,maruti,swift,56
Chennai,Petrol,Manual,First,5,2.65,13.2,1495,94,13,hyundai,accent,55
Pune,Petrol,Manual,First,5,2.1,20.92,998,67.1,8,maruti,alto,69
Pune,Petrol,Manual,Second,5,2.5,18.6,1199,79.4,9,chevrolet,beat,65
Chennai,Petrol,Manual,First,5,4,17.57,1193,88.7,5,tata,zest,40
Kolkata,Diesel,Manual,First,5,4.45,26,1498,98.6,6,honda,city,40
Jaipur,Petrol,Manual,First,5,1.5,18.6,1199,79.4,10,chevrolet,beat,26
Kolkata,Diesel,Manual,First,5,8.41,26.1,1498,99,5,ford,aspire,2
Hyderabad,Petrol,Manual,First,5,3.65,20.36,1197,78.9,8,hyundai,i10,45
Coimbatore,Petrol,Manual,First,5,5.89,18.9,1197,81.86,4,hyundai,grand,37
Hyderabad,Diesel,Manual,First,5,8.45,28.09,1248,88.5,4,maruti,ciaz,46
Mumbai,Petrol,Automatic,First,5,3.94,23.1,998,67.04,4,maruti,celerio,47
Hyderabad,Diesel,Manual,First,5,4.1,20,1399,68,7,ford,figo,71
Kolkata,Diesel,Manual,First,5,5.25,28.4,1248,73.75,5,maruti,dzire,28
Ahmedabad,Petrol,Manual,First,5,4.3,18.9,1197,81.86,5,hyundai,grand,20
Kolkata,Diesel,Manual,First,7,3.9,17.21,1493,100,7,mahindra,quanto,36
Mumbai,Diesel,Manual,First,6,3.7,25.32,1198,77,4,mahindra,kuv,34
Jaipur,Petrol,Manual,First,5,2.41,22.74,796,47.3,7,maruti,alto,86
Hyderabad,Diesel,Manual,Second,5,5.8,23.59,1364,67.05,5,toyota,etios,116
Kolkata,Petrol,Manual,First,5,1,17.3,993,60,11,maruti,zen,37
Hyderabad,Petrol,Manual,Second,5,2.15,19.7,796,46.3,9,maruti,alto,76
Kochi,Petrol,Automatic,First,5,7.89,21.4,1197,83.1,2,maruti,baleno,21
Mumbai,Petrol,Manual,First,5,6,19,1194,94.68,13,ford,freestyle,1
Coimbatore,Petrol,Manual,First,5,7.53,18.6,1197,81.86,3,hyundai,elite,59
Kochi,Petrol,Manual,First,5,7.74,21.4,1197,83.1,3,maruti,baleno,25
Bangalore,Petrol,Manual,First,5,2.5,20.36,1197,78.9,12,hyundai,i10,84
Mumbai,Petrol,Manual,First,5,5.8,21.4,1197,83.1,4,maruti,baleno,12
Jaipur,Diesel,Manual,First,5,3.9,21.9,1396,90,8,hyundai,i20,51
Pune,Diesel,Manual,First,7,2.7,13.6,2523,63,13,mahindra,bolero,92
Hyderabad,Petrol,Manual,First,5,3.2,18.9,998,67.1,8,maruti,wagon,52
Delhi,Diesel,Manual,First,7,4.85,25.47,1248,88.5,7,maruti,ertiga,68
Chennai,Diesel,Manual,First,7,8.1,24.52,1248,88.5,3,maruti,ertiga,80
Chennai,Diesel,Manual,Second,5,2.35,25,1396,69.01,4,tata,indigo,78
Pune,Petrol,Manual,First,5,1.8,20.92,998,67.1,8,maruti,alto,100
Coimbatore,Petrol,Manual,First,5,3.42,21.1,814,55.2,5,hyundai,eon,31
Mumbai,Petrol,Automatic,First,5,6.1,19.12,1373,91.1,6,maruti,ciaz,46
Coimbatore,Petrol,Manual,Second,5,3.69,21.1,814,55.2,7,hyundai,eon,54
Hyderabad,Diesel,Manual,First,5,5.65,28.4,1248,74,7,maruti,swift,84
Kolkata,Diesel,Manual,First,5,2.5,21.1,1248,73.9,9,maruti,ritz,77
Kolkata,Petrol,Manual,First,5,3.55,19.1,1197,85.8,7,maruti,swift,40
Ahmedabad,Diesel,Manual,First,5,4.5,21.79,1248,88.73,6,maruti,sx4,58
Pune,Diesel,Manual,Third,5,2.25,17.8,1399,68,12,ford,fiesta,117
Kochi,Petrol,Manual,First,5,3.95,18.5,1198,86.8,6,honda,brio,41
Bangalore,Petrol,Manual,Third,5,4.95,16.47,1198,73.9,5,volkswagen,polo,34
Hyderabad,Petrol,Automatic,First,5,8.6,21.4,1197,83.1,3,maruti,baleno,14
Jaipur,Diesel,Manual,First,5,4,25.8,1498,98.6,7,honda,amaze,70
Hyderabad,Petrol,Manual,First,5,2.5,22.74,796,47.3,5,maruti,alto,96
Mumbai,Petrol,Manual,First,5,1.2,19.7,796,46.3,12,maruti,alto,26
Kolkata,Diesel,Manual,First,5,2.74,21.9,1396,90,8,hyundai,i20,60
Hyderabad,Diesel,Manual,First,5,3.9,20,1399,68,7,ford,figo,65
Ahmedabad,Diesel,Manual,First,5,8,24.3,1248,88.5,3,maruti,vitara,80
Coimbatore,Diesel,Manual,First,5,5.05,21.1,1248,73.9,7,maruti,ritz,73
Jaipur,Diesel,Manual,First,5,6.5,19.87,1461,83.8,5,renault,duster,55
Mumbai,Petrol,Automatic,First,5,4.75,15.5,1198,86.7,6,honda,amaze,19
Mumbai,Petrol,Manual,Second,5,3.2,17.5,1197,85.8,9,maruti,swift,14
Kolkata,Petrol,Manual,First,5,3.6,22.5,998,67.04,4,maruti,wagon,16
Coimbatore,Petrol,Manual,First,5,3.58,16.8,796,34.2,3,maruti,omni,15
Delhi,Diesel,Manual,First,5,2.5,21.5,1248,88.8,9,maruti,sx4,75
Ahmedabad,Diesel,Manual,Second,5,3.5,23.5,1498,90,7,ford,fiesta,96
Mumbai,Petrol,Manual,Second,5,1.75,22.5,998,67.04,10,maruti,wagon,38
Jaipur,Petrol,Automatic,First,5,7.75,21.4,1197,83.1,2,maruti,baleno,4
Hyderabad,Petrol,Manual,First,5,6.45,18.7,1199,88.7,4,honda,jazz,31
Mumbai,Petrol,Manual,First,5,4.5,16.47,1198,74,6,volkswagen,polo,54
Kolkata,Petrol,Manual,First,5,3.4,17,1197,80,5,hyundai,i20,35
Hyderabad,Petrol,Manual,First,5,4.3,18.9,998,67.1,5,maruti,wagon,45
Chennai,Petrol,Automatic,First,5,3.4,24.07,998,67.1,4,maruti,alto,57
Delhi,Petrol,Manual,First,5,2.1,24.7,796,47.3,7,maruti,alto,56
Mumbai,Petrol,Manual,First,5,3.65,18.6,1197,85.8,8,maruti,swift,15
Kolkata,Petrol,Manual,First,5,3,18.2,1199,82.5,6,chevrolet,sail,14
Ahmedabad,Diesel,Manual,Second,5,3.95,23,1396,90,11,hyundai,i20,68
Kochi,Diesel,Manual,First,5,6.53,21.43,1364,87.2,7,toyota,corolla,81
Mumbai,Petrol,Automatic,First,5,5.99,16.5,1198,86.8,3,honda,brio,20
Jaipur,Petrol,Manual,First,5,3.05,16.47,1198,73.9,9,volkswagen,polo,46
Delhi,Petrol,Manual,First,5,2.4,16.47,1198,73.9,10,volkswagen,polo,65
Pune,Petrol,Manual,Third,5,1.3,18.2,998,67.1,13,maruti,zen,42
Kochi,Diesel,Manual,First,5,6.71,23.59,1364,67.06,4,toyota,etios,36
Chennai,Petrol,Automatic,First,5,5.4,18.9,1197,82,4,hyundai,grand,18
Kochi,Diesel,Manual,First,5,6.63,22.7,1498,89.84,5,ford,ecosport,56
Kochi,Petrol,Manual,First,5,5.11,23.1,998,67.04,3,maruti,celerio,21
Delhi,Petrol,Manual,Second,5,2.35,18.5,1197,80,11,hyundai,i20,46
Kolkata,Diesel,Manual,First,5,2.85,23.2,1248,73.94,8,maruti,ritz,39
Jaipur,Petrol,Manual,First,5,3.6,23.84,1199,84,4,tata,tiago,42
Coimbatore,Petrol,Manual,First,5,6.26,19.1,1197,85.8,5,maruti,swift,33
Kochi,Diesel,Manual,First,5,5.02,21.9,1396,90,5,hyundai,i20,64
Mumbai,Petrol,Manual,First,5,3.1,21.5,1197,81.8,5,maruti,wagon,55
Kolkata,Petrol,Manual,First,5,3.59,19.1,1197,85.8,6,maruti,swift,33
Kolkata,Diesel,Manual,First,5,4.65,20.4,1248,91.7,5,fiat,linea,32
Hyderabad,Diesel,Manual,First,5,12.9,25.6,1498,98.6,3,honda,city,46
Hyderabad,Petrol,Manual,First,5,2.35,14,796,35,5,maruti,omni,52
Chennai,Petrol,Manual,First,5,4.15,20.4,1197,81.8,5,maruti,swift,29
Ahmedabad,Petrol,Manual,First,5,2.65,24.7,796,47.3,4,maruti,alto,60
Delhi,Petrol,Manual,Second,5,2.25,15.6,1196,70,10,ford,figo,59
Hyderabad,Diesel,Manual,Second,5,2.41,17.8,1399,68,10,ford,fiesta,84
Kolkata,Petrol,Manual,First,5,1.02,19.7,796,46.3,11,maruti,alto,68
Mumbai,Petrol,Manual,First,5,5.65,21.4,1197,83.1,3,maruti,baleno,15
Pune,Diesel,Manual,Third,5,2.35,20,1399,68,9,ford,figo,95
Pune,Diesel,Manual,Second,5,4.1,25.8,1498,98.6,6,honda,amaze,52
Delhi,Diesel,Manual,First,5,8.45,23,1498,98.96,3,ford,ecosport,39
Kolkata,Petrol,Manual,First,5,3.5,23.1,998,67.04,4,maruti,celerio,25
Jaipur,Petrol,Manual,First,5,6.3,18.6,1197,81.83,4,hyundai,i20,30
Jaipur,Diesel,Manual,First,5,7.5,26.21,1248,88.5,3,maruti,ciaz,62
Delhi,Petrol,Manual,First,5,4.65,18,1198,86.7,5,honda,amaze,52
Hyderabad,Petrol,Manual,First,5,2.2,20.92,998,67.1,7,maruti,alto,90
Kochi,Diesel,Manual,First,5,5.22,28.4,1248,74,4,maruti,swift,62
Chennai,Diesel,Manual,Third,5,2,19.2,1461,65,9,mahindra,logan,128
Coimbatore,Petrol,Manual,First,4,1.74,26,624,35,7,tata,nano,37
Coimbatore,Petrol,Manual,First,5,4.95,18.16,1196,86.8,3,ford,figo,39
Delhi,Diesel,Manual,First,5,5.64,22.54,1396,88.73,6,hyundai,i20,55
Chennai,Petrol,Manual,First,5,1.5,16.9,1497,100,14,honda,city,109
Chennai,Petrol,Manual,Third,5,1.2,19.7,796,46.3,12,maruti,alto,68
Mumbai,Petrol,Automatic,First,5,2.9,19.2,1197,80,9,hyundai,i10,54
Delhi,Diesel,Manual,Second,5,7.85,28.09,1248,88.5,4,maruti,ciaz,38
Kolkata,Diesel,Manual,First,9,4.75,13.58,2499,78,8,chevrolet,tavera,67
Kolkata,Petrol,Manual,First,5,4.65,20.4,1197,81.8,3,maruti,swift,13
Delhi,Petrol,Manual,First,5,4.95,18.6,1197,81.83,5,hyundai,i20,50
Kolkata,Petrol,Manual,First,5,2.99,23.1,998,67.04,5,maruti,celerio,30
Pune,Petrol,Manual,Second,4,0.75,23.9,624,37.48,9,tata,nano,50
Chennai,Diesel,Manual,Second,5,5,22.77,1498,98.59,6,ford,ecosport,72
Coimbatore,Diesel,Manual,First,8,5.5,18.2,1248,73.74,5,chevrolet,enjoy,57
Jaipur,Diesel,Manual,First,5,5.11,20.14,1498,88.8,5,volkswagen,polo,63
Mumbai,Petrol,Manual,First,5,2.19,16.25,1198,75,8,skoda,fabia,27
Mumbai,Diesel,Manual,First,5,5.65,19.87,1461,83.14,6,nissan,terrano,51
Kochi,Petrol,Manual,First,5,3.2,20.36,1197,78.9,8,hyundai,i10,42
Bangalore,Diesel,Manual,First,5,4.5,23,1396,90,8,hyundai,i20,67
Pune,Diesel,Manual,Second,5,4.5,25.8,1498,98.6,6,honda,amaze,48
Coimbatore,Diesel,Manual,First,5,4.1,20.14,1498,88.8,5,volkswagen,polo,56
Kochi,Petrol,Automatic,First,5,7.22,21.4,1197,83.1,3,maruti,baleno,36
Hyderabad,Diesel,Manual,First,5,5.8,22.9,1248,74,6,maruti,swift,85
Bangalore,Diesel,Manual,Second,5,6.35,22.7,1498,89.84,7,ford,ecosport,36
Hyderabad,Petrol,Manual,Second,5,2,18.6,1199,79.4,10,chevrolet,beat,111
Kolkata,Petrol,Manual,Second,5,2.3,18.9,1197,82,6,hyundai,grand,44
Coimbatore,Petrol,Manual,First,5,6.16,19.1,1197,81.86,4,hyundai,xcent,21
Delhi,Petrol,Manual,First,5,2.85,20.36,1197,78.9,8,hyundai,i10,59
Chennai,Diesel,Manual,First,9,4.5,14.95,2489,93.7,4,mahindra,xylo,150
Delhi,Diesel,Manual,First,5,5,26.59,1248,74,5,maruti,swift,53
Ahmedabad,Petrol,Manual,First,5,3.67,20.36,1197,78.9,6,hyundai,i10,47
Coimbatore,Petrol,Manual,First,5,6.34,18.9,1197,82,2,hyundai,grand,20
Jaipur,Diesel,Manual,Second,5,2.35,21.1,1248,73.9,11,maruti,ritz,73
Delhi,Diesel,Manual,Second,5,2.65,22.07,1199,73.9,8,volkswagen,polo,74
Kochi,Petrol,Manual,First,5,3.16,20.36,1197,78.9,9,hyundai,i10,65
Jaipur,Petrol,Manual,Second,5,2.05,19,998,66.1,11,maruti,a-star,65
Hyderabad,Petrol,Manual,First,5,3.9,20.51,998,67.04,6,maruti,wagon,55
Coimbatore,Diesel,Manual,Second,7,6.68,24.2,1498,98.6,3,honda,mobilio,50
Jaipur,Petrol,Manual,Second,5,3.5,21.1,814,55.2,3,hyundai,eon,52
Delhi,Diesel,Manual,First,5,8.3,28.09,1248,88.5,3,maruti,ciaz,25
Delhi,Diesel,Manual,First,5,7.85,24.3,1248,88.5,3,maruti,vitara,40
Kolkata,Diesel,Manual,First,5,3.75,24,1120,70,6,hyundai,grand,25
Delhi,Diesel,Manual,First,7,7.65,25.47,1248,88.5,3,maruti,ertiga,65
Ahmedabad,Petrol,Manual,First,5,4.9,17,1197,80,7,hyundai,i20,40
Kochi,Petrol,Manual,First,5,6.75,20.73,1373,91.1,4,maruti,ciaz,51
Pune,Diesel,Manual,First,5,4.25,21.9,1396,90,8,hyundai,i20,64
Coimbatore,Petrol,Manual,Second,5,6,17,1197,80,5,hyundai,i20,29
Ahmedabad,Petrol,Manual,First,5,2.41,16.1,1298,88.2,12,maruti,swift,52
Hyderabad,Petrol,Automatic,First,5,7.25,19,1199,88.7,5,honda,jazz,33
Delhi,Petrol,Manual,First,5,6.5,21.4,1197,83.1,4,maruti,baleno,27
Hyderabad,Petrol,Manual,First,5,3.2,25.17,799,53.3,4,renault,kwid,73
Coimbatore,Petrol,Manual,First,5,6.42,18.16,1196,86.8,3,ford,figo,21
Pune,Diesel,Manual,First,7,7.75,15.4,2523,75,6,mahindra,scorpio,87
Jaipur,Diesel,Manual,First,5,9,24.3,1248,88.5,3,maruti,vitara,48
Kochi,Diesel,Manual,First,5,5.92,24,1186,73.97,3,hyundai,grand,20
Kolkata,Diesel,Manual,First,5,6.29,20.14,1498,88,4,volkswagen,polo,22
Kochi,Petrol,Manual,First,5,4.12,18,1198,86.7,6,honda,amaze,66
Ahmedabad,Petrol,Manual,First,5,2.7,17.92,1086,62.1,6,hyundai,santro,41
Delhi,Petrol,Manual,First,5,3.9,18,1198,86.7,6,honda,amaze,69
Jaipur,Diesel,Manual,First,5,3.9,21.9,1396,88.76,7,hyundai,i20,51
Chennai,Diesel,Manual,First,5,3.12,18.5,1399,68,8,ford,figo,72
Pune,Petrol,Manual,First,5,1.65,14,1061,64,13,maruti,wagon,83
Kolkata,Petrol,Manual,First,5,3.5,19.1,1197,81.86,5,hyundai,xcent,39
Kolkata,Petrol,Manual,Second,5,2,20.36,1197,78.9,13,hyundai,i10,71
Kolkata,Diesel,Manual,First,5,2.25,20,1399,68,9,ford,figo,60
Kolkata,Petrol,Manual,First,5,3.45,19.1,1197,81.86,6,hyundai,xcent,42
Kochi,Petrol,Manual,First,5,6.14,18.6,1197,81.83,4,hyundai,i20,61
Hyderabad,Diesel,Manual,First,5,4,28.4,1248,73.75,9,maruti,dzire,110
Delhi,Diesel,Manual,First,5,6.96,27.39,1248,74,3,maruti,baleno,33
Jaipur,Petrol,Manual,First,5,3,21.1,814,55.2,4,hyundai,eon,70
Delhi,Diesel,Manual,First,5,3.6,20.14,1498,88,8,volkswagen,polo,68
Coimbatore,Diesel,Manual,Second,5,3.7,25.44,936,57.6,6,chevrolet,beat,55
Coimbatore,Petrol,Manual,Second,5,3.19,24.07,998,67.1,9,maruti,alto,46
Coimbatore,Petrol,Manual,First,5,6.2,20.14,1197,81.86,5,hyundai,xcent,65
Coimbatore,Petrol,Manual,First,5,3.96,19.81,1086,68.05,7,hyundai,i10,64
Jaipur,Diesel,Manual,First,5,4.5,23.4,1248,74,4,maruti,swift,80
Mumbai,Diesel,Manual,First,5,3.55,25.4,1186,73.97,3,hyundai,xcent,69
Chennai,Diesel,Manual,First,5,5.5,22.71,1461,84.8,6,nissan,sunny,79
Pune,Petrol,Manual,Second,5,3.5,18.5,1197,85.8,6,maruti,ritz,25
Delhi,Diesel,Manual,First,5,3.1,23.08,1461,63.12,6,renault,pulse,67
Hyderabad,Petrol,Manual,First,5,3.25,17.5,1198,75,10,skoda,fabia,78
Mumbai,Diesel,Manual,First,5,8.99,23,1498,98.96,3,ford,ecosport,30
Delhi,Diesel,Manual,First,7,7.75,12.99,2494,100,8,toyota,innova,62
Delhi,Petrol,Manual,Second,5,4.5,17.57,1193,88.7,3,tata,zest,47
Jaipur,Diesel,Manual,First,5,5.25,26.59,1248,74,5,maruti,swift,144
Chennai,Petrol,Automatic,Second,5,2.8,19.34,1198,76,7,nissan,micra,89
Coimbatore,Petrol,Automatic,First,5,8.47,21.4,1197,83.1,2,maruti,baleno,38
Coimbatore,Diesel,Manual,First,5,9.32,26.21,1248,88.5,2,maruti,ciaz,68
Delhi,Diesel,Manual,First,7,6.5,24.5,1498,98.6,5,honda,mobilio,31
Chennai,Petrol,Manual,Second,5,4.2,17.6,1496,88.8,7,toyota,etios,67
Kochi,Diesel,Manual,First,5,3.85,25.44,936,57.6,7,chevrolet,beat,44
Hyderabad,Petrol,Manual,First,5,1.65,19.7,796,46.3,13,maruti,alto,76
Kochi,Diesel,Manual,First,5,9.38,24.3,1248,88.5,3,maruti,vitara,45
Kochi,Petrol,Manual,First,5,4.78,18.9,1197,82,4,hyundai,grand,59
Pune,Petrol,Manual,Second,5,2.75,17,1197,80,10,hyundai,i20,72
Mumbai,Petrol,Manual,First,5,1.5,14,796,35,9,maruti,omni,39
Kochi,Petrol,Manual,First,5,3.8,24.7,796,47.3,1,maruti,alto,19
Jaipur,Petrol,Manual,First,5,2.15,19.81,1086,68.05,9,hyundai,i10,70
Hyderabad,Petrol,Manual,Second,5,1.85,17.92,1086,62.1,13,hyundai,santro,69
Kolkata,Diesel,Manual,First,7,5.99,20.77,1248,88.76,6,maruti,ertiga,47
Kochi,Diesel,Manual,First,5,3.82,18.6,1388,67,5,ford,fiesta,69
Hyderabad,Diesel,Manual,First,5,2.2,22.3,1248,74,8,tata,indica,137
Ahmedabad,Diesel,Manual,First,5,4,24,1120,70,6,hyundai,grand,116
Coimbatore,Petrol,Automatic,First,5,3.83,16.95,1197,78.9,9,hyundai,i10,32
Kochi,Petrol,Manual,First,5,5.89,16.1,1197,85,4,maruti,swift,19
Kolkata,Petrol,Manual,First,5,1.36,17.92,1086,62.1,10,hyundai,santro,35
Ahmedabad,Diesel,Manual,First,5,4.25,23.4,1248,74,8,maruti,swift,56
Pune,Diesel,Manual,First,5,6,28.4,1248,74,2,maruti,swift,30
Chennai,Petrol,Manual,Third,5,0.95,17.3,1061,64,17,maruti,wagon,101
Hyderabad,Petrol,Manual,First,5,2.2,14,1061,64,13,maruti,wagon,84
Mumbai,Petrol,Manual,First,5,5.75,18.6,1197,81.83,3,hyundai,i20,14
Mumbai,Diesel,Manual,First,5,4.05,21.64,1461,84.8,8,nissan,sunny,38
Kolkata,Diesel,Manual,First,5,8.75,24.3,1248,88.5,2,maruti,vitara,2
Hyderabad,Diesel,Manual,First,5,4.79,19.3,1248,73.9,4,maruti,swift,69
Jaipur,Petrol,Manual,First,5,1.15,18.9,998,67.1,14,maruti,wagon,145
Pune,Diesel,Manual,First,5,7.45,25.1,1498,98.6,6,honda,city,71
Jaipur,Petrol,Manual,First,5,3.5,21.1,814,55.2,3,hyundai,eon,12
Coimbatore,Diesel,Manual,First,7,7.57,17.45,1493,100,3,mahindra,nuvosport,37
Hyderabad,Petrol,Manual,First,5,4.4,18.5,1197,85.8,8,maruti,ritz,68
Kolkata,Petrol,Manual,First,5,1.6,18.6,1199,79.4,10,chevrolet,beat,30
Pune,Petrol,Manual,First,5,4.9,19.1,1197,85.8,6,maruti,swift,68
Delhi,Diesel,Manual,First,7,5.95,20.77,1248,88.8,6,maruti,ertiga,52
Coimbatore,Diesel,Manual,First,5,5.35,20.45,1461,83.8,5,renault,duster,63
Hyderabad,Petrol,Automatic,First,5,5.4,15.5,1198,86.7,6,honda,amaze,57
Hyderabad,Diesel,Manual,Second,5,1.9,18.7,1896,66,18,skoda,octavia,99
Pune,Diesel,Manual,First,5,6.1,25.8,1498,98.6,4,honda,amaze,62
Hyderabad,Petrol,Manual,Second,5,2.5,21.1,814,55.2,7,hyundai,eon,84
Kochi,Petrol,Manual,First,5,3.48,22.7,799,53.64,2,datsun,redi-go,30
Chennai,Diesel,Manual,First,5,4.4,22.9,1248,74,8,maruti,swift,78
Coimbatore,Diesel,Manual,First,5,5.17,23.4,1248,74,6,maruti,swift,67
Kochi,Petrol,Manual,First,5,3.12,19.81,1086,68.05,7,hyundai,i10,56
Hyderabad,Diesel,Manual,First,8,12.6,12.99,2494,100,7,toyota,innova,114
Kochi,Diesel,Manual,First,5,6.61,23.4,1248,74,5,maruti,swift,35
Mumbai,Diesel,Manual,First,8,4.75,12.99,2494,100,12,toyota,innova,70
Hyderabad,Diesel,Manual,First,10,5.5,14.8,2499,80,5,chevrolet,tavera,120
Mumbai,Petrol,Manual,First,5,1.95,20.36,1197,78.9,12,hyundai,i10,38
Kolkata,Petrol,Manual,First,5,2.2,20.36,1197,78.9,9,hyundai,i10,37
Bangalore,Petrol,Manual,Second,5,4.35,18,1198,86.7,7,honda,amaze,44
Pune,Petrol,Automatic,First,5,4.5,23.1,998,67.04,4,maruti,celerio,54
Chennai,Petrol,Manual,First,5,3.55,18.9,1197,82,7,hyundai,grand,90
Kolkata,Diesel,Manual,First,5,4.75,19.3,1248,73.9,5,maruti,swift,35
Coimbatore,Petrol,Manual,Second,5,4.52,20.36,1197,78.9,8,hyundai,i10,47
Bangalore,Diesel,Manual,First,5,6.5,20.45,1461,83.8,6,nissan,terrano,87
Mumbai,Petrol,Automatic,First,5,4.15,22.5,998,67,4,maruti,wagon,8
Pune,Petrol,Manual,First,5,5.4,18.6,1197,81.83,4,hyundai,i20,20
Mumbai,Petrol,Manual,First,5,3.15,24.07,998,67.1,4,maruti,alto,13
Delhi,Petrol,Manual,First,5,5.95,18.6,1197,81.83,4,hyundai,i20,38
Coimbatore,Petrol,Automatic,First,5,6.97,23.84,1199,83.83,1,tata,tiago,15
Hyderabad,Petrol,Manual,First,5,3.2,20.36,1197,78.9,9,hyundai,i10,60
Bangalore,Diesel,Manual,First,5,6.69,20.46,1461,83.8,7,renault,duster,75
Kolkata,Petrol,Manual,First,5,2.25,18.5,1197,80,11,hyundai,i20,30
Kolkata,Diesel,Manual,First,5,4.5,23.4,1248,74,7,maruti,swift,22
Pune,Petrol,Manual,First,5,2.61,22,814,55,5,hyundai,eon,55
Jaipur,Petrol,Manual,First,4,0.5,26,624,35,10,tata,nano,57
Kolkata,Diesel,Manual,Second,5,5.75,26.21,1248,88.5,5,maruti,ciaz,62
Jaipur,Petrol,Manual,First,5,2.75,21.1,814,55.2,5,hyundai,eon,38
Kochi,Petrol,Manual,First,5,4.92,19.4,1198,86.8,4,honda,brio,38
Pune,Diesel,Manual,First,5,3.52,23.2,1248,73.94,8,maruti,ritz,23
Pune,Diesel,Manual,First,5,5.8,26.59,1248,74,4,maruti,swift,39
Hyderabad,Diesel,Manual,First,5,6.95,23.4,1248,74,7,maruti,swift,84
Kolkata,Petrol,Manual,First,5,2.4,16.95,1498,97.6,7,renault,scala,45
Ahmedabad,Petrol,Manual,First,5,4.25,17.5,1298,85.8,8,maruti,swift,55
Jaipur,Diesel,Manual,First,5,1.5,19.09,1396,69,12,tata,indigo,128
Jaipur,Diesel,Manual,First,5,4.5,24,1120,70,4,hyundai,grand,46
Pune,Diesel,Manual,First,5,2.5,22.3,1248,74,6,tata,indica,180
Chennai,Diesel,Manual,Third,5,1.55,17.8,1399,68,14,ford,fiesta,89
Pune,Diesel,Manual,First,5,6.5,19.87,1461,83.8,4,renault,duster,54
Kochi,Diesel,Manual,First,5,4.96,24,1120,70,5,hyundai,grand,66
Bangalore,Petrol,Manual,First,5,3.25,19.4,1198,86.8,8,honda,brio,60
Bangalore,Petrol,Manual,Second,5,2.75,24.7,796,47.3,6,maruti,alto,73
Hyderabad,Diesel,Manual,First,7,7,20.77,1248,88.8,7,maruti,ertiga,120
Pune,Petrol,Manual,Third,5,0.8,16.8,1341,83,15,hyundai,getz,91
Coimbatore,Petrol,Automatic,Second,5,5.91,18.9,1197,82,5,hyundai,grand,33
Coimbatore,Petrol,Manual,First,5,6.44,18.9,1197,81.86,1,hyundai,grand,13
Jaipur,Petrol,Manual,First,5,4.6,18.9,1197,82,5,hyundai,grand,14
Coimbatore,Petrol,Manual,First,5,7.21,18.6,1197,81.83,4,hyundai,i20,17
Pune,Diesel,Manual,First,5,8,19.87,1461,83.8,4,renault,duster,60
Hyderabad,Diesel,Manual,Second,5,3.5,19.3,1248,73.9,11,maruti,swift,88
Coimbatore,Petrol,Manual,Second,4,1.74,25.4,624,37.5,5,tata,nano,19
Mumbai,Petrol,Manual,First,5,6.8,18.12,1196,86.8,1,ford,figo,1
Jaipur,Petrol,Manual,First,5,7.5,18.6,1197,81.83,3,hyundai,i20,8
Hyderabad,Diesel,Manual,First,5,5.99,27.4,1498,98.6,5,honda,amaze,29
Delhi,Petrol,Manual,First,5,7,21.4,1197,83.1,2,maruti,baleno,22
Jaipur,Diesel,Manual,First,5,5.5,25.8,1498,98.6,5,honda,amaze,60
Jaipur,Petrol,Manual,First,5,2.4,15.6,1196,70,10,ford,figo,42
Pune,Petrol,Manual,Third,5,1,18.9,998,67.1,18,maruti,wagon,93
Ahmedabad,Petrol,Manual,Second,5,2.65,19.81,1086,68.05,8,hyundai,i10,60
Chennai,Petrol,Manual,First,5,6.7,20.73,1373,91.1,5,maruti,ciaz,30
Kolkata,Diesel,Manual,First,5,4.9,22.7,1498,89.84,7,ford,ecosport,36
Hyderabad,Diesel,Manual,First,7,8,16.5,1493,70,3,mahindra,bolero,40
Kochi,Petrol,Manual,First,5,3.63,24.07,998,67.1,2,maruti,alto,46
Mumbai,Petrol,Manual,First,5,4.8,17.5,1197,85.8,5,maruti,swift,60
Mumbai,Petrol,Manual,First,5,4.25,17.57,1193,88.7,3,tata,zest,100
